user_id,num_sessions,avg_session_duration,std_session_duration,avg_clicks,bookings,canceled_trips,num_trips,destinations,avg_checked_bags,avg_seats,avg_nights,avg_rooms,std_nights,num_flights,num_hotels,total_money_spent_per_flight,avg_money_spent_per_flight,avg_money_spent_per_seat,total_money_spent_per_hotel,avg_money_spent_per_hotel,avg_time_after_booking,avg_distance_km,avg_price_per_km,summer,spring,fall,winter,gender,married,has_children,home_country,age
205044,9,110.33333333333333,92.51756589967118,14.88888888888889,3,0.0,3.0,2.0,0.3333333333333333,2.0,4.666666666666667,2.0,3.055050463303893,6.0,3.0,2720.6975,906.8991666666667,431.5052777777778,5642.0,1880.6666666666667,6.0,2531.010073625866,0.37005998949500024,0.0,2.0,0.0,1.0,F,True,True,canada,42.53150684931507
206011,8,146.125,92.91384257933338,19.5,4,0.0,4.0,4.0,0.25,1.0,3.0,1.0,3.4641016151377544,8.0,3.0,1024.772,256.193,256.193,1138.0,284.5,5.5,1473.5507636559992,0.17423648588121685,0.0,3.0,0.0,1.0,F,False,True,usa,41.586301369863016
216796,8,157.375,242.93381667794685,15.625,1,1.0,,,,,,,,,,,,,,,,,,,,,,F,False,False,usa,24.646575342465752
217114,9,49.888888888888886,34.98729928289852,6.555555555555555,0,0.0,,,,,,,,,,,,,,,,,,,,,,O,True,True,usa,21.75890410958904
217136,8,99.375,64.72786439062723,13.25,2,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.4142135623730951,2.0,2.0,539.57,539.57,539.57,659.0,329.5,5.5,2867.3164066210743,0.18817944149939295,0.0,1.0,0.0,1.0,F,False,True,usa,40.88219178082192
220725,9,230.88888888888889,297.1133809021585,31.333333333333332,4,1.0,3.0,3.0,0.3333333333333333,1.0,3.5,1.0,0.7071067811865476,6.0,2.0,1533.42,511.14000000000004,511.14000000000004,962.0,320.6666666666667,5.0,3082.252780965951,0.1628381763162969,1.0,1.0,0.0,1.0,F,False,False,usa,42.608219178082194
224996,8,94.625,83.3699800373526,12.75,2,0.0,2.0,2.0,0.0,1.0,1.0,1.0,,4.0,1.0,897.61,448.805,448.805,231.0,115.5,8.0,2353.0107623683043,0.18535944602094395,0.0,1.0,0.0,1.0,F,False,True,canada,45.0
226367,8,105.5,58.69777313858313,14.25,3,0.0,3.0,3.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.5773502691896257,6.0,3.0,883.6009999999999,294.53366666666665,276.7718333333333,1864.0,621.3333333333334,7.0,1655.8209883749475,0.2093219704532293,1.0,2.0,0.0,0.0,F,False,False,usa,45.37534246575343
228195,9,95.77777777777777,61.271481493794845,12.88888888888889,0,0.0,,,,,,,,,,,,,,,,,,,,,,F,False,True,usa,29.013698630136986
228872,8,118.0,83.0215118422414,15.75,2,0.0,2.0,1.0,1.0,1.0,6.5,1.0,2.1213203435596424,2.0,2.0,509.21,509.21,509.21,1288.0,644.0,6.0,2770.218959444619,0.18381579487207314,1.0,1.0,0.0,0.0,M,False,False,usa,36.95342465753425
229009,8,209.375,233.528791433886,18.0,3,1.0,2.0,2.0,0.5,1.0,1.5,1.0,0.7071067811865476,4.0,2.0,1061.63,530.815,530.815,474.0,237.0,8.5,2949.6680968119904,0.17995327672863531,0.0,2.0,0.0,0.0,F,False,False,usa,19.50958904109589
229108,8,205.625,246.3075531003581,27.875,1,1.0,,,,,,,,,,,,,,,,,,,,,,F,False,False,usa,27.764383561643836
229330,8,119.625,60.452903746872,16.125,4,0.0,4.0,3.0,0.25,1.75,1.75,1.75,1.5,8.0,4.0,1548.11,387.0275,220.14,3521.0,880.25,7.25,1201.119453194543,0.3204493206271747,2.0,0.0,0.0,2.0,F,True,False,usa,49.32876712328767
232647,8,93.875,38.952122626923135,12.5,2,0.0,2.0,1.0,1.0,1.0,11.0,1.0,,2.0,1.0,237.1,237.1,237.1,2343.0,1171.5,4.5,1391.5841166508767,0.1703813640605702,0.0,1.0,0.0,1.0,F,False,False,usa,19.887671232876713
249521,8,140.625,167.36353716215658,18.875,2,0.0,2.0,1.0,1.0,1.0,1.5,1.0,0.7071067811865476,2.0,2.0,642.02,642.02,642.02,369.4,184.7,7.0,3551.7999406903273,0.18075905476681128,1.0,1.0,0.0,0.0,F,True,True,canada,61.632876712328766
252835,8,108.25,61.606469975621415,14.625,5,0.0,5.0,3.0,0.6,1.0,2.75,1.0,1.2583057392117916,10.0,4.0,1615.635,323.127,323.127,1460.0,292.0,7.4,1867.778858389403,0.1687897694835489,1.0,2.0,0.0,2.0,F,False,True,usa,40.12328767123287
258451,8,200.25,296.5452266157246,18.375,1,1.0,,,,,,,,,,,,,,,,,,,,,,F,False,False,usa,25.224657534246575
264470,8,111.0,50.596442562694065,14.75,2,0.0,2.0,2.0,0.5,1.0,4.5,1.0,2.1213203435596424,4.0,2.0,835.2175,417.60875,417.60875,2127.0,1063.5,8.0,2305.1605246210543,0.18101430413770347,0.0,2.0,0.0,0.0,F,False,True,usa,47.33698630136986
276512,8,91.375,60.686401159685566,12.25,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,395.69,395.69,395.69,100.0,100.0,10.0,2299.1482701158357,0.17210286310941764,0.0,0.0,0.0,1.0,F,True,True,usa,43.52602739726027
281952,8,146.375,59.07123423702702,19.75,2,0.0,2.0,2.0,1.5,1.0,1.0,1.0,0.0,4.0,2.0,684.72,342.36,342.36,236.29999999999998,118.14999999999999,7.0,1845.0144010402564,0.1867521228783564,1.0,1.0,0.0,0.0,F,False,False,usa,39.11506849315069
283325,8,105.625,73.86075219144276,14.25,2,0.0,2.0,1.0,0.0,1.0,3.0,1.5,1.4142135623730951,2.0,2.0,407.943,407.943,407.943,2884.0,1442.0,8.5,2650.4256126791843,0.15391603448460134,1.0,1.0,0.0,0.0,F,True,False,usa,52.81643835616438
290123,9,155.88888888888889,77.68597757067302,21.11111111111111,7,0.0,7.0,7.0,0.8571428571428571,1.5714285714285714,2.5,1.6666666666666667,1.760681686165901,13.0,6.0,4796.11,685.1585714285713,400.45214285714286,4605.0,657.8571428571429,6.142857142857143,2400.6481445560125,0.2679008273413441,2.0,3.0,0.0,2.0,F,True,False,usa,42.912328767123284
297546,8,192.875,76.31595508149,25.875,5,0.0,5.0,4.0,0.75,1.5,5.2,1.4,4.764451699828638,8.0,5.0,1660.72,415.18,332.0325,3542.0,708.4,6.2,1784.7341478605845,0.2781618284076684,1.0,2.0,0.0,2.0,F,True,False,usa,53.25753424657534
298253,8,91.75,58.48748339846496,12.25,1,0.0,1.0,1.0,2.0,1.0,,,,2.0,0.0,712.42,712.42,712.42,0.0,0.0,6.0,3974.209842999768,0.17926079098587788,0.0,1.0,0.0,0.0,F,True,True,usa,48.6
299476,9,154.11111111111111,109.22733683062638,20.77777777777778,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,,2.0,1.0,192.38,192.38,192.38,71.0,71.0,7.0,1109.9174733553675,0.17332820197741386,0.0,0.0,0.0,1.0,F,True,False,usa,40.797260273972604
306165,8,82.5,48.73250601864368,11.125,0,0.0,,,,,,,,,,,,,,,,,,,,,,F,False,False,usa,22.884931506849316
306819,8,247.875,311.3126299580995,33.625,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,50.16,50.16,50.16,370.0,370.0,4.0,295.3697247269033,0.16982106086322005,0.0,1.0,0.0,0.0,F,True,True,usa,61.93972602739726
312488,8,71.0,50.24511347953578,9.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,407.1,407.1,407.1,299.0,299.0,6.0,2265.4635323555963,0.17969832406735028,1.0,0.0,0.0,0.0,M,True,False,usa,32.68493150684932
313724,8,294.875,289.72964614816834,40.125,5,1.0,4.0,3.0,0.6666666666666666,1.3333333333333333,3.75,1.5,3.774917217635375,6.0,4.0,1156.8400000000001,385.6133333333334,289.28000000000003,3392.0,848.0,12.25,1667.2627819485513,0.23421604284287242,0.0,2.0,0.0,2.0,F,False,False,usa,53.821917808219176
316527,8,130.0,62.0782915817944,17.375,4,0.0,4.0,4.0,0.25,1.25,3.0,1.25,2.160246899469287,8.0,4.0,1739.89,434.9725,347.87875,5658.3,1414.575,7.25,2014.8040617784015,0.2136978904486383,0.0,2.0,0.0,2.0,F,True,True,canada,43.63835616438356
317688,8,124.0,79.65640499760742,16.625,4,0.0,4.0,4.0,0.5,1.0,1.5,1.0,0.5773502691896257,8.0,4.0,1238.74,309.685,309.685,1172.9,293.225,8.0,1608.4081737945037,0.18788689329066458,2.0,1.0,0.0,1.0,F,False,True,usa,42.8
322867,8,77.0,79.17791899982505,10.25,1,0.0,1.0,1.0,1.0,1.0,7.0,1.0,,2.0,1.0,173.04,173.04,173.04,1323.0,1323.0,6.0,921.7775000151938,0.18772426100349351,0.0,0.0,0.0,1.0,F,False,False,usa,48.24931506849315
324191,8,80.125,54.10951197076431,10.75,2,0.0,2.0,1.0,0.5,1.5,4.5,1.5,4.949747468305833,4.0,2.0,99.74,49.87,32.2525,1610.0,805.0,9.5,175.77036006258479,0.2837224659620842,0.0,1.0,0.0,1.0,F,False,False,usa,41.775342465753425
328590,8,278.875,288.285293961183,37.625,3,1.0,2.0,2.0,0.5,2.0,4.5,2.0,0.7071067811865476,4.0,2.0,2203.95,1101.975,568.2983333333333,2596.25,1298.125,8.0,3042.6233875192383,0.3701614777722075,0.0,1.0,0.0,1.0,F,False,False,usa,57.63013698630137
330764,8,254.5,265.62540756271255,34.625,3,1.0,2.0,0.0,,,4.5,1.0,0.7071067811865476,0.0,2.0,0.0,,,1094.0,547.0,5.5,,,0.0,1.0,0.0,1.0,F,False,False,usa,41.07671232876712
330893,8,124.0,92.17529882938116,16.625,3,0.0,3.0,3.0,0.6666666666666666,1.0,2.0,1.0,1.7320508075688772,6.0,3.0,861.61,287.2033333333333,287.2033333333333,750.0,250.0,5.333333333333333,1582.7981582251823,0.1836928716966301,1.0,1.0,0.0,1.0,F,True,True,usa,45.221917808219175
331039,8,218.75,221.62178206510816,24.75,1,1.0,,,,,,,,,,,,,,,,,,,,,,F,True,True,canada,46.5972602739726
334787,8,110.875,71.26697792706761,14.875,3,0.0,3.0,3.0,0.6666666666666666,1.0,2.0,1.0,1.7320508075688772,6.0,3.0,749.4475,249.81583333333333,249.81583333333333,864.0,288.0,5.0,1394.7993139941216,0.17744852802079922,0.0,2.0,0.0,1.0,F,False,False,usa,54.868493150684934
337227,8,77.0,45.16319614148544,10.375,0,0.0,,,,,,,,,,,,,,,,,,,,,,F,True,False,usa,36.69315068493151
338086,8,128.5,134.79826196420868,17.125,2,0.0,2.0,2.0,0.5,1.0,1.5,1.0,0.7071067811865476,4.0,2.0,981.69,490.845,490.845,192.0,96.0,7.0,2745.6705912419948,0.17911571514643543,0.0,1.0,0.0,1.0,F,False,True,usa,42.23013698630137
340166,8,81.625,58.592874993466566,11.0,1,0.0,1.0,0.0,,,2.0,1.0,,0.0,1.0,0.0,,,474.0,474.0,3.0,,,0.0,1.0,0.0,0.0,M,True,True,usa,52.81095890410959
343928,8,112.75,61.84254199173899,15.25,2,0.0,2.0,2.0,0.5,1.5,3.0,1.0,,4.0,1.0,4528.74,2264.37,1242.49,348.0,174.0,170.5,8138.6914788334825,0.2466323462941077,1.0,0.0,0.0,1.0,F,True,False,usa,67.12602739726027
347778,9,133.33333333333334,112.50222220027479,18.0,5,0.0,5.0,4.0,1.0,1.6,2.25,1.75,0.5,10.0,4.0,4233.69,846.7379999999999,436.608,4474.0,894.8,5.6,2487.967618656662,0.289908924162744,2.0,2.0,0.0,1.0,F,False,False,usa,51.635616438356166
348817,8,116.0,70.43335248912366,15.625,4,0.0,4.0,3.0,0.6666666666666666,1.0,2.25,1.0,0.49999999999999994,6.0,4.0,1374.6200000000001,458.2066666666667,458.2066666666667,2622.0,655.5,5.0,2651.4764411557876,0.1742649352064036,0.0,2.0,0.0,2.0,F,False,False,canada,30.572602739726026
348863,8,74.625,39.73461067777418,10.125,0,0.0,,,,,,,,,,,,,,,,,,,,,,F,True,False,usa,69.16164383561645
349132,9,110.33333333333333,80.76509146902515,14.777777777777779,3,0.0,3.0,2.0,0.5,2.0,4.666666666666667,1.6666666666666667,2.0816659994661326,4.0,3.0,721.06,360.53,195.63,3516.1000000000004,1172.0333333333335,6.666666666666667,1057.6714665456739,0.3584053140044296,0.0,1.0,0.0,2.0,F,False,False,usa,50.726027397260275
350648,8,286.375,304.7992020518239,36.125,1,1.0,,,,,,,,,,,,,,,,,,,,,,F,False,False,usa,19.997260273972604
353271,8,78.875,41.91977882984185,10.5,1,0.0,1.0,1.0,0.0,2.0,1.0,2.0,,2.0,1.0,408.4,408.4,204.2,272.0,272.0,5.0,1196.5550794383803,0.34131316394702715,0.0,1.0,0.0,0.0,F,False,True,usa,28.49041095890411
353694,8,92.5,66.62903699910852,12.5,2,0.0,2.0,2.0,0.5,1.5,4.5,1.5,0.7071067811865476,3.0,2.0,461.37,230.685,167.6475,1634.0,817.0,7.5,1355.487046111414,0.1713701406557167,1.0,0.0,0.0,1.0,F,False,True,usa,41.71780821917808
354050,8,159.125,125.33319877145765,21.5,5,0.0,5.0,5.0,0.2,1.2,2.4,1.2,1.3416407864998738,9.0,5.0,1928.776,385.7552,318.64520000000005,2512.6,502.52,7.6,2150.165494157705,0.19375971154796684,1.0,3.0,0.0,1.0,F,False,False,usa,51.78082191780822
354260,8,107.875,94.40707827579153,14.5,2,0.0,2.0,2.0,1.0,1.0,2.0,1.0,,4.0,1.0,1165.01,582.505,582.505,520.0,260.0,10.5,3329.3287021285187,0.17497206695695683,0.0,0.0,0.0,2.0,F,False,False,usa,51.446575342465756
354311,8,92.0,75.46238419617703,12.25,2,0.0,2.0,2.0,0.5,1.0,3.0,1.0,,4.0,1.0,1072.8899999999999,536.4449999999999,536.4449999999999,291.0,145.5,7.0,3061.807209296884,0.17546898794614668,0.0,1.0,0.0,1.0,F,True,False,usa,47.654794520547945
354950,8,94.125,70.21484885691915,12.5,1,0.0,1.0,1.0,1.0,1.0,6.0,1.0,,2.0,1.0,460.54,460.54,460.54,762.0,762.0,4.0,2463.055931042597,0.18697910761817585,0.0,0.0,0.0,1.0,M,True,False,usa,55.38904109589041
356046,8,94.0,54.055527006958314,12.625,2,0.0,2.0,2.0,0.0,1.5,2.0,1.5,1.4142135623730951,4.0,2.0,783.81,391.905,352.33,705.0,352.5,8.0,1896.9912678633052,0.283119881944038,0.0,1.0,0.0,1.0,F,False,False,canada,36.38082191780822
357737,8,270.25,298.63630532328597,36.875,5,1.0,4.0,2.0,0.0,1.0,3.0,1.0,2.70801280154532,6.0,4.0,1959.7,653.2333333333333,653.2333333333333,1236.1,309.025,6.75,3670.054534958777,0.17890501583058668,1.0,2.0,0.0,1.0,F,True,True,usa,43.42191780821918
359072,8,290.75,292.6317773975635,39.375,3,1.0,2.0,2.0,0.5,1.0,1.5,1.0,0.7071067811865476,4.0,2.0,133.15,66.575,66.575,447.0,223.5,8.0,384.7657923064779,0.17215201628706533,0.0,2.0,0.0,0.0,F,True,True,canada,53.24657534246575
359080,8,119.0,99.18381204323906,15.75,4,0.0,4.0,4.0,1.0,1.25,2.0,1.0,1.4142135623730951,8.0,2.0,5153.5599999999995,1288.3899999999999,816.9712499999999,1383.0,345.75,76.25,4617.660274298969,0.2247415992028661,0.0,2.0,0.0,2.0,F,True,False,usa,43.827397260273976
359653,8,118.0,61.944675777203464,15.875,2,0.0,2.0,2.0,1.0,1.0,1.5,1.0,0.7071067811865476,4.0,2.0,784.33,392.165,392.165,649.2,324.6,6.5,2238.5998423301303,0.1779225707717561,0.0,0.0,0.0,2.0,M,False,False,canada,57.202739726027396
361459,8,56.0,57.34606724590125,7.375,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,393.91,393.91,393.91,165.0,165.0,6.0,2289.597002653794,0.17204337686651072,0.0,0.0,0.0,1.0,F,True,True,usa,43.47123287671233
361759,9,113.88888888888889,109.06012612825602,15.444444444444445,4,0.0,4.0,4.0,0.5,1.0,1.3333333333333333,1.0,0.5773502691896257,8.0,3.0,1660.59,415.1475,415.1475,295.7,73.925,7.75,2261.474117026356,0.18275979688721827,0.0,2.0,0.0,2.0,F,True,False,canada,54.56986301369863
363535,8,235.625,295.77401484434506,31.0,3,1.0,2.0,2.0,0.5,1.5,3.0,1.5,2.8284271247461903,3.0,2.0,688.226,344.113,235.024,601.0,300.5,8.5,2094.599656691108,0.2103204550157725,1.0,0.0,0.0,1.0,F,False,False,usa,32.8027397260274
365825,8,236.125,288.94163399749584,32.125,2,1.0,1.0,1.0,1.0,1.0,10.0,1.0,,2.0,1.0,64.63,64.63,64.63,950.0,950.0,6.0,380.0231744872111,0.17006857565254874,1.0,0.0,0.0,0.0,F,False,False,usa,46.827397260273976
371201,8,97.125,90.17829561485402,13.125,1,0.0,1.0,1.0,3.0,1.0,,,,2.0,0.0,199.47,199.47,199.47,0.0,0.0,8.0,1067.2670811308597,0.1868979222976171,0.0,1.0,0.0,0.0,M,False,True,usa,30.12876712328767
372970,8,94.625,93.28135244670133,12.5,2,0.0,2.0,2.0,0.5,1.0,1.0,1.0,0.0,4.0,2.0,1293.3000000000002,646.6500000000001,646.6500000000001,408.0,204.0,6.0,3707.0365493175796,0.17425209647605566,0.0,2.0,0.0,0.0,F,False,False,usa,35.92602739726028
373489,9,96.44444444444444,81.07883680577675,13.11111111111111,1,0.0,1.0,1.0,3.0,4.0,12.0,2.0,,2.0,1.0,5588.4825,5588.4825,1397.120625,1224.0,1224.0,223.0,10288.139989253057,0.5431965842064458,0.0,0.0,0.0,1.0,F,True,True,usa,39.24109589041096
374331,8,224.625,307.9619352638059,30.0,2,1.0,1.0,0.0,,,12.0,2.0,,0.0,1.0,0.0,,,6720.0,6720.0,6.0,,,0.0,0.0,0.0,1.0,M,False,False,usa,44.26301369863014
374340,9,64.44444444444444,41.78250564264639,8.666666666666666,1,0.0,1.0,1.0,1.0,2.0,,,,2.0,0.0,3966.19,3966.19,1983.095,0.0,0.0,336.0,11011.278068932796,0.3601934285167317,0.0,1.0,0.0,0.0,F,True,False,usa,36.69041095890411
374341,8,98.125,63.741526047445255,13.125,3,0.0,3.0,0.0,,,7.333333333333333,2.0,1.5275252316519468,0.0,3.0,0.0,,,6840.0,2280.0,11.0,,,1.0,1.0,0.0,1.0,F,False,False,usa,27.632876712328766
375160,8,38.0,12.884098726725126,5.125,0,0.0,,,,,,,,,,,,,,,,,,,,,,F,False,False,usa,22.27123287671233
375729,8,131.125,93.2147099059861,17.75,3,0.0,3.0,3.0,0.3333333333333333,1.0,2.0,1.0,1.0,6.0,3.0,896.282,298.7606666666667,298.7606666666667,1667.0,555.6666666666666,6.0,1855.086336767669,0.1702437530339601,1.0,2.0,0.0,0.0,F,False,False,usa,54.90958904109589
375751,8,176.75,95.80896170430584,24.0,3,0.0,3.0,3.0,0.3333333333333333,1.0,3.0,1.0,0.0,6.0,2.0,707.56,235.85333333333332,235.85333333333332,999.0,333.0,8.0,1368.1982641061152,0.1699886892224957,0.0,2.0,0.0,1.0,F,True,False,usa,52.07671232876712
376159,8,95.5,78.57662320490563,12.75,2,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.4142135623730951,2.0,2.0,367.24,367.24,367.24,708.0,354.0,10.0,2219.7020419735427,0.16544562876262708,0.0,2.0,0.0,0.0,F,False,False,usa,44.11506849315069
377069,8,150.0,247.2465513265193,20.25,1,1.0,,,,,,,,,,,,,,,,,,,,,,F,True,False,usa,70.01917808219179
377411,8,110.625,77.8403815509662,14.75,2,0.0,2.0,2.0,0.0,1.5,2.5,1.5,0.7071067811865476,4.0,2.0,989.996,494.998,266.113,1026.0,513.0,5.5,1562.3951522948862,0.24492096975145541,0.0,1.0,0.0,1.0,F,True,False,canada,39.78356164383562
378565,8,127.125,63.49676594689123,17.0,5,0.0,5.0,2.0,0.5,1.0,8.8,1.2,7.049822692805827,4.0,5.0,687.941,343.9705,343.9705,8600.0,1720.0,5.4,2061.2937166083643,0.16217295841987506,1.0,2.0,0.0,2.0,F,True,True,usa,42.441095890410956
379543,8,95.625,71.05116365790822,13.0,3,0.0,3.0,3.0,0.3333333333333333,1.0,2.0,1.0,1.7320508075688772,6.0,3.0,1155.12,385.03999999999996,385.03999999999996,1535.0,511.6666666666667,6.0,2268.5115555929397,0.1715537795696129,1.0,1.0,0.0,1.0,F,True,False,usa,58.175342465753424
